Nombre del grupo: PE16_TP5_G05.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis


Nombre del grupo: PE15_TP5_G11.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   15,83%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    5,21%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   15,64%
Control               C4. Da sugerencia u orientación           4%        11%                   10,99%
Evaluación            C5. Da opiniones                         21%        40%                   16,01%
