Nombre del grupo: PE16_TP5_G05.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Control               C9. Pide sugerencia u orientación         0%         5%                    2,15%
Decisión              C10. Muestra desacuerdo                   3%        13%                    2,15%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    1,72%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE16_TP1_G05.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   12,54%
