Nombre del grupo: Ugxf5czF8iscF8Z49XV4AaABAQ.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Nombre del grupo: Ugx5T1_i8zYPtdryIMN4AaABAQ.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                    8,25%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    2,28%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   28,17%
Control               C4. Da sugerencia u orientación           4%        11%                    4,84%
Evaluación            C5. Da opiniones                         21%        40%                    9,25%
Comunicación          C6. Da información                       14%        30%                   41,54%
Comunicación          C7. Pide información                      2%        11%                    1,56%
Evaluación            C8. Pide opinión                          1%         9%                    2,84%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,28%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,43%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,57%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: UgxQ-GcG4axfNpuE6Mx4AaABAQ.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   12,80%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    5,20%
